"","GRTS_ID","lowerleft","upperleft","upperright","lowerright","center"
"509",6685,"19.7173585225418,-155.430990425426","19.7170762458588,-155.383445929386","19.6717702709887,-155.38374650421","19.6720524696846,-155.43128216049","19.694565,-155.407366"
"510",6696,"21.5813897129652,-158.05405070143","21.5815730581841,-158.006139812385","21.5360714617309,-158.005951295027","21.5358881726972,-158.053853207354","21.558731,-158.029999"
"511",6699,"22.0267656946496,-159.544002099716","22.0272147606557,-159.496005139482","21.9816603318708,-159.495536617605","21.9812114068025,-159.54352456957","22.004213,-159.519767"
"512",6705,"19.8058289197399,-155.097473797624","19.805487475065,-155.049912464904","19.7601738646298,-155.050275185937","19.7605152144929,-155.097827672795","19.783002,-155.073872"
"513",6725,"20.8095430113809,-156.235850091862","20.809403020838,-156.188091034271","20.763988595955,-156.188242676711","20.7641285453697,-156.235992814323","20.786766,-156.212044"
"514",6801,"19.5355863074083,-155.33713851327","19.5352875085863,-155.289629582973","19.4899978197466,-155.289947364223","19.4902965368749,-155.33744746802","19.512793,-155.313541"
"515",6813,"19.6725915968998,-155.526353795162","19.6723262450023,-155.478817925236","19.6270241950086,-155.479100715299","19.6272894737826,-155.526627748632","19.649808,-155.502725"
"516",6821,"19.7646241114062,-155.811128927321","19.7644091819289,-155.763574811657","19.7190985373172,-155.763804752316","19.7193134072525,-155.811350024499","19.741862,-155.787465"
"517",6856,"21.3547658907383,-157.813733104086","21.3549063838859,-157.76586674622","21.3094312313705,-157.765723381783","21.309290780751,-157.813580779548","21.332099,-157.789726"
"518",6861,"20.6280454413621,-156.284144112874","20.6279140888736,-156.236420662005","20.5825188094355,-156.236563171432","20.58265012372,-156.284277715606","20.605283,-156.260351"
"519",6873,"19.8087797059976,-155.573093824657","19.8085225639268,-155.525531323162","19.7632081106442,-155.525805582484","19.7634651812991,-155.573359237464","19.785994,-155.549447"
"520",6889,"19.897126839535,-155.191924112998","19.8968020739553,-155.144344818297","19.8514799029942,-155.144690104401","19.8518045779225,-155.192260546509","19.874304,-155.168305"
"521",6913,"19.8994213057997,-155.572562702671","19.8991640202823,-155.524982498268","19.8538411899935,-155.525256961776","19.8540984036849,-155.572828313078","19.876632,-155.548908"
"522",6933,"19.7161788620241,-155.24081312531","19.7158628829712,-155.19326909626","19.6705572433128,-155.193605029482","19.6708731350737,-155.241140219033","19.693369,-155.217207"
"523",6945,"19.4020373827126,-155.765411945362","19.4018145149879,-155.71792857075","19.3565359446226,-155.718166645851","19.3567587518815,-155.765641203287","19.379287,-155.741787"
"524",6957,"19.9009861166744,-155.905626717639","19.9007878783426,-155.858045890269","19.8554645947053,-155.858258380979","19.8556627776898,-155.905830354901","19.878226,-155.88194"
"525",6988,"19.2189296730801,-155.386746116312","19.2186398415753,-155.339298788318","19.1733770911731,-155.339606940929","19.1736668448776,-155.387045465274","19.196154,-155.363174"
"526",7000,"21.4897912029498,-158.197334147028","21.4900000025253,-158.149441439996","21.4445093540192,-158.149226154002","21.444300618113,-158.19710989117","21.467151,-158.173278"
"527",7017,"20.1272615181205,-155.80935718446","20.127046106125,-155.761732202337","20.0817014411657,-155.761962828786","20.0819167922425,-155.809578941053","20.104482,-155.785658"
"528",7029,"20.12766700031,-155.904607393303","20.1274684828598,-155.856982249217","20.0821236984513,-155.857195135909","20.0823221597592,-155.904811410049","20.104896,-155.880899"
"529",7037,"19.5796340276568,-155.146759125654","19.579301472746,-155.099241858045","19.5340081507188,-155.099595075867","19.5343406144763,-155.14710351397","19.556822,-155.123175"
"530",7049,"19.4911422037755,-155.479948454994","19.4908687289328,-155.432448016685","19.4455827554335,-155.432739210021","19.4458561556973,-155.480230824923","19.468363,-155.456342"
"531",7051,"22.0714016670092,-159.640491211279","22.0718679840485,-159.592485601648","22.0263080764365,-159.591998880617","22.0258419060971,-159.6399954788","22.048855,-159.616243"
"532",7057,"19.8560338443534,-156.000974526759","19.8558525275824,-155.953402404592","19.8105333414323,-155.953597115888","19.8107146077099,-156.001160387818","19.833284,-155.977284"
"533",7085,"20.6279140888736,-156.236420662005","20.6277742621526,-156.188697264351","20.582379023383,-156.188848680443","20.5825188094355,-156.236563171432","20.605147,-156.212632"
"534",7088,"18.9491988750904,-155.720305349583","18.9489682169136,-155.6729100876","18.9037269347959,-155.673156065366","18.903957532027,-155.720542542877","18.926463,-155.696729"
"535",7093,"19.8535755434935,-155.477685712595","19.8533014642265,-155.43011456883","19.8079829884418,-155.430406629657","19.8082569913945,-155.477968923731","19.83078,-155.454044"
"536",7102,"21.2195855102736,-157","21.2195812567284,-156.952160056748","21.1741213926236,-156.952169007049","21.1741256448907,-157","21.196854,-156.976082"
"537",7107,"21.9347396393526,-159.639004572034","21.9352055174964,-159.591025986601","21.8896627984952,-159.59053981341","21.8891970658484,-159.638509397537","21.912202,-159.61477"
"538",7113,"19.9877840965168,-155.191250870166","19.9874591488554,-155.143653860392","19.9421284787342,-155.143999403652","19.9424533352248,-155.19158755424","19.964957,-155.167623"
"539",7133,"20.8102853875932,-156.570164801666","20.8102047865745,-156.522405440741","20.7647901261347,-156.522494642765","20.7648707034724,-156.570245083541","20.787538,-156.546327"
"540",7145,"20.538004834168,-156.666057909803","20.5379413131159,-156.618351963361","20.4925551980501,-156.618423165381","20.4926187007191,-156.666120211603","20.51528,-156.642238"
"541",7176,"21.2639613166124,-157.76558007101","21.2640932153524,-157.717731576359","21.2186284656209,-157.717597272644","21.2184966066106,-157.765436813869","21.241295,-157.741586"
"542",7216,"19.040128730994,-155.814656641382","19.0399147338741,-155.767243627826","18.9946661323381,-155.767472206051","18.9948800726114,-155.814876428523","19.017398,-155.791062"
"543",7238,"20.946885775459,-156.904427420071","20.9468645458146,-156.856641138455","20.9014350390328,-156.856667929164","20.9014562623927,-156.904445280547","20.924161,-156.880545"
"544",7240,"21.3994158353314,-158.053261168918","21.3995989567394,-158.005386166576","21.3541187724847,-158.005197931501","21.3539357066431,-158.053063970565","21.376768,-158.029227"
"545",7252,"21.718110598432,-158.006705788637","21.7182855777855,-157.958767878448","21.6727675184649,-157.95858813582","21.6725925931295,-158.00651705915","21.695439,-157.982645"
"546",7260,"19.1312289727878,-155.956509115682","19.1310400503667,-155.909078275085","19.085783961568,-155.909280629991","19.0859728335346,-155.956702672848","19.108507,-155.932893"
"547",7264,"21.4914956978362,-157.718403849716","21.4916192744737,-157.670510487199","21.4461281321766,-157.670384902028","21.4460045932251,-157.718269294313","21.468812,-157.694392"
"548",7281,"19.7644091819289,-155.763574811657","19.7641858241443,-155.716020781548","19.7188752414088,-155.716259565642","19.7190985373172,-155.763804752316","19.741643,-155.739915"
"549",7289,"19.4022518406159,-155.81289540515","19.4020373827126,-155.765411945362","19.3567587518815,-155.765641203287","19.3569731515998,-155.81311584585","19.379506,-155.789266"
"550",7297,"19.9433772812779,-155.334352744718","19.9430777365455,-155.286764228071","19.8977510661124,-155.287083074844","19.8980505270127,-155.334662735399","19.920565,-155.310716"
"551",7303,"21.9829558091306,-159.351571720115","21.9833705353149,-159.303583085023","21.9378213013562,-159.303150759523","21.9374067050293,-159.351130389343","21.960389,-159.327359"
"552",7321,"19.9908014989143,-155.71482552739","19.9905693890339,-155.667227319817","19.9452378461959,-155.667475408494","19.9454698909408,-155.715064756213","19.96802,-155.691148"
"553",7335,"22.256371980854,-159.354223187951","22.2567874937025,-159.306180450158","22.2112033599187,-159.305747149304","22.2107879790798,-159.353780861511","22.233788,-159.329983"
"554",7341,"19.397811356798,-155.053172103892","19.3974623465122,-155.005690399967","19.3521849567578,-155.006060725795","19.3525338723794,-155.053533613473","19.374999,-155.029614"
"555",7349,"20.718108416066,-156.045170952559","20.7179345911789,-155.997429977983","20.6725300123963,-155.997617160123","20.6727037864729,-156.045349221519","20.69532,-156.021392"
"556",7357,"19.4919121430626,-155.62245038648","19.4916639108801,-155.574949643171","19.4463777205247,-155.575214366112","19.4466258850091,-155.622706285844","19.469145,-155.59883"
"557",7359,"21.9290509172578,-160.166755999933","21.9296108041661,-160.118779645073","21.8840698321754,-160.118194463579","21.883510120067,-160.166161818387","21.906561,-160.142473"
"558",7369,"20.0367832774391,-155.857407943315","20.0365764295945,-155.809800615059","19.9912403985101,-155.810022206522","19.9914471881566,-155.857620671481","20.014012,-155.833713"
"559",7405,"19.3541523459344,-155.290899999864","19.3538454653287,-155.243426473763","19.3085714845038,-155.243752596489","19.3088782820823,-155.291217309261","19.331362,-155.267324"
"560",7417,"19.6735687694902,-155.716498260938","19.673337111669,-155.668962003156","19.6280347831026,-155.669209446514","19.6282663770815,-155.716736867487","19.650802,-155.692852"
"561",7449,"20.8099120779659,-156.379127571301","20.8097975399657,-156.331368363711","20.7643829991753,-156.331493246125","20.7644975035244,-156.379243533653","20.787148,-156.355308"
"562",7457,"19.9892822403035,-155.429237733854","19.9889994909744,-155.381640130138","19.9436683886621,-155.38194137679","19.9439510586525,-155.42953012099","19.966476,-155.405587"
"563",7485,"20.1714487776943,-155.570966961758","20.1711910568904,-155.523333569479","20.1258423385433,-155.523608646914","20.1260999862821,-155.57123316629","20.148646,-155.547286"
"564",7487,"21.9816603318708,-159.495536617605","21.9821007073332,-159.447548489787","21.9365518709678,-159.447089148749","21.9361116333838,-159.49506827158","21.959106,-159.471311"
"565",7519,"22.163912767756,-159.497411761222","22.1643536985289,-159.44938757963","22.1187817360188,-159.448927548121","22.1183409446447,-159.496942711192","22.141348,-159.473167"
"566",7525,"19.3521849567578,-155.006060725795","19.3518276342858,-154.958587975621","19.30655419935,-154.958966976841","19.3069114251596,-155.006430914118","19.32937,-154.982512"
"567",7529,"20.8092545461586,-156.140332033346","20.8090975873671,-156.092573092421","20.7636832522167,-156.092742574722","20.7638401648959,-156.140492595734","20.786469,-156.116535"
"568",7532,"19.2204922515274,-155.671432303658","19.2202528232438,-155.623984357895","19.1749896398466,-155.624239687721","19.1752290038533,-155.671678829491","19.197742,-155.647834"
"569",7541,"19.5814525676304,-155.431865305279","19.581170524238,-155.384347318662","19.5358766898792,-155.384647558414","19.5361586559547,-155.432156715124","19.558665,-155.408254"
"570",7543,"22.0212615414741,-160.07195608218","22.0218046770561,-160.023961280633","21.9762519459655,-160.023393673663","21.9757089807913,-160.071379468157","21.998757,-160.047673"
"571",7546,"20.9461851987463,-156.378779424149","20.9460705592256,-156.330993436362","20.9006412874802,-156.331118458855","20.9007558930661,-156.378895516574","20.923414,-156.354947"
"572",7548,"21.3537441263504,-158.100929935802","21.3539357066431,-158.053063970565","21.3084608479501,-158.05286684604","21.3082693256464,-158.100723851396","21.331103,-158.076896"
"573",7553,"19.8558525275824,-155.953402404592","19.8556627776898,-155.905830354901","19.8103436443811,-155.906033916393","19.8105333414323,-155.953597115888","19.833099,-155.929716"
"574",7584,"21.1286029034638,-157.191288150527","21.1286326604012,-157.143466124608","21.0831830532558,-157.143439293797","21.0831533052154,-157.191252376122","21.105893,-157.167361"
"575",7589,"20.6281683195968,-156.331867613631","20.6280454413621,-156.284144112874","20.58265012372,-156.284277715606","20.582772966215,-156.33199230964","20.60541,-156.30807"
"576",7592,"19.0849445331495,-155.719593241745","19.0847136910626,-155.672171606793","19.0394615643911,-155.672417858364","19.0396923449955,-155.719830699066","19.062204,-155.696003"
"577",7606,"21.0831830532558,-156.856560706203","21.0831533052154,-156.808747623878","21.0377087810938,-156.808783384906","21.0377385202617,-156.85658752698","21.060446,-156.83267"
"578",7608,"21.5819141661714,-157.910317825649","21.5820719288809,-157.862406734688","21.5365701795484,-157.862245147718","21.5364124651859,-157.910147261846","21.559243,-157.886279"
"579",7615,"21.8901199870341,-159.542570046875","21.8905686313849,-159.494600101308","21.8450312921219,-159.494132106692","21.8445827875522,-159.542093054125","21.867576,-159.518349"
"580",7645,"20.0354155537677,-155.571765277932","20.0351580515372,-155.524158494448","19.9898224195036,-155.524433264661","19.9900798492902,-155.572031185153","20.012619,-155.548097"
"581",7653,"19.6749545112839,-156.049254366286","19.6747818194191,-156.001717556292","19.6294790926928,-156.001903141011","19.6296517369614,-156.049431113888","19.652217,-156.025577"
"582",7689,"20.8103575043298,-156.617924192591","20.8102853875932,-156.570164801666","20.7648707034724,-156.570245083541","20.7649427990206,-156.6179955543","20.787615,-156.594082"
"583",7705,"19.5346646620728,-155.194612080042","19.5343406144763,-155.14710351397","19.4890511845143,-155.147447774315","19.4893751435189,-155.194947514091","19.511858,-155.171028"
"584",7716,"19.265271879436,-155.576272275098","19.2650155809367,-155.528815715032","19.2197487648125,-155.529088754012","19.2200049943265,-155.576536506924","19.242511,-155.552678"
"585",7721,"19.3558170779451,-155.575743517052","19.3555606408729,-155.528269332866","19.3102861959832,-155.528542574669","19.3105425636685,-155.576007945159","19.333052,-155.552141"
"586",7723,"22.2546242698989,-159.546392442483","22.2550740464166,-159.49835039013","22.2094904569802,-159.497880987502","22.2090408233437,-159.545914014655","22.232058,-159.522134"
"587",7732,"21.5809974402349,-158.149872254052","21.5811978403044,-158.101961516441","21.5356963588342,-158.101755045687","21.5354960201748,-158.149656806664","21.558347,-158.125811"
"588",7768,"21.2194323827218,-157.287039542251","21.2194791716795,-157.239199649253","21.1740193382497,-157.239154897786","21.1739725633513,-157.286985840511","21.196726,-157.263095"
"589",7769,"19.579301472746,-155.099241858045","19.5789604994194,-155.05172472176","19.5336672708511,-155.052086769014","19.5340081507188,-155.099595075867","19.556485,-155.075662"
"590",7781,"19.491407264438,-155.527448998249","19.4911422037755,-155.479948454994","19.4458561556973,-155.480230824923","19.4461211440745,-155.527722544713","19.468632,-155.503838"
"591",7783,"22.1160086243486,-159.737015816575","22.1164922032572,-159.689001568115","22.0709267952389,-159.688496634707","22.0704433688219,-159.736501868547","22.093468,-159.712754"
"592",7816,"18.9946661323381,-155.767472206051","18.9944438025345,-155.720068068329","18.9491988750904,-155.720305349583","18.9494211459915,-155.767700699527","18.971933,-155.743887"
"593",7821,"19.8095005490478,-155.715781908608","19.809268698596,-155.668219120672","19.763954038087,-155.668466840287","19.7641858241443,-155.716020781548","19.786728,-155.692122"
"594",7823,"22.0694508523926,-159.832511753929","22.0699513878441,-159.784506909416","22.0243920831548,-159.783984143232","22.0238917051508,-159.831979976729","22.046922,-159.808246"
"595",7861,"20.7647010670208,-156.474744235304","20.7646035261453,-156.42699386449","20.7191937661076,-156.427100866776","20.7192912783972,-156.474842320812","20.741948,-156.45092"
"596",7893,"19.7620955472283,-155.335592015536","19.7617963363905,-155.288038903494","19.7164864155544,-155.28835727604","19.7167855435148,-155.335901545162","19.739291,-155.311972"
"597",7909,"19.3110300836279,-155.670938977372","19.3107905262292,-155.623473413817","19.265519775078,-155.623728933278","19.2657592678255,-155.671185686302","19.288275,-155.647332"
"598",7921,"20.0823221597592,-155.904811410049","20.0821236984513,-155.857195135909","20.0367832774391,-155.857407943315","20.0369816827644,-155.905015350812","20.059553,-155.881107"
"599",7952,"21.1739172839445,-157.334816763146","21.1739725633513,-157.286985840511","21.1285178836745,-157.286932158861","21.128462620837,-157.334754134583","21.151218,-157.310872"
"600",7974,"20.9014350390328,-156.856667929164","20.901405326334,-156.808890587792","20.85598077182,-156.80892629538","20.8560104757451,-156.856694709862","20.878708,-156.832795"
"601",7976,"21.445259101721,-157.957690432635","21.4454252395054,-157.909806325916","21.3999396483271,-157.909635953717","21.3997735610812,-157.957511093723","21.4226,-157.933661"
"602",7981,"19.6742132011488,-155.859107553622","19.6740068142638,-155.811571039457","19.6287043011325,-155.811791972241","19.6289106311373,-155.859319649453","19.651459,-155.835448"
"603",7996,"19.2217524059999,-155.956121785814","19.2215633822278,-155.908673339941","19.1762998469868,-155.908875845083","19.1764888200098,-155.956315486684","19.199027,-155.932497"
"604",8013,"19.7184033718113,-155.621169461972","19.7181547981953,-155.573624551554","19.6728485253362,-155.573889766982","19.6730970302721,-155.621425837409","19.695626,-155.597527"
"605",8021,"19.3573767282866,-155.908065373266","19.3571791437452,-155.860590570268","19.3119042609015,-155.860802115117","19.3121017919751,-155.908268104075","19.334641,-155.884432"
"606",8033,"19.9430777365455,-155.286764228071","19.9427697545117,-155.239175830146","19.8974431702706,-155.239503532945","19.8977510661124,-155.287083074844","19.920261,-155.263132"
"607",8053,"19.8999105711888,-155.667723404827","19.8996701561148,-155.620143005955","19.8543471845278,-155.620399763207","19.8545875324835,-155.66797130887","19.877129,-155.644059"
"608",8057,"20.7652142178563,-157","20.7652099769333,-156.952249409307","20.7198000391633,-156.952258326208","20.7198042788434,-157","20.742508,-156.976127"
"609",8067,"22.1183409446447,-159.496942711192","22.1187817360188,-159.448927548121","22.0732156059621,-159.448467689375","22.0727749536054,-159.496473837312","22.095779,-159.472703"
"610",8073,"19.4880288245323,-155.004949335492","19.4876712103884,-154.957450126981","19.4423861087844,-154.957829550769","19.442743625423,-155.005319936558","19.465208,-154.981387"
"611",8081,"20.8087582175526,-155.997055403901","20.8085758065856,-155.949296662973","20.7631616247243,-155.949492904795","20.763343982103,-155.997242725922","20.78596,-155.973272"
"612",8089,"19.5822481851715,-155.574419902071","19.5819913981384,-155.526901600266","19.5366973387486,-155.527175350119","19.5369540553848,-155.574684821842","19.559473,-155.550795"
"613",8091,"21.9284824846591,-160.214732131746","21.9290509172578,-160.166755999933","21.883510120067,-160.166161818387","21.8829418649304,-160.214128950274","21.905997,-160.190445"
"614",8133,"19.44408957731,-155.195282823521","19.4437657066417,-155.147791906763","19.3984841497723,-155.148135911384","19.3988079323591,-155.195618008401","19.421287,-155.171707"
"615",8149,"19.5824965533378,-155.621938302373","19.5822481851715,-155.574419902071","19.5369540553848,-155.574684821842","19.5372023554612,-155.622194392007","19.559726,-155.598309"
"616",8160,"21.4905752681755,-158.005762848299","21.4907499789239,-157.957869838738","21.445259101721,-157.957690432635","21.4450844442497,-158.005574472162","21.467918,-157.981724"
"617",8169,"19.714864393171,-155.050637772064","19.7145147125283,-155.00309426261","19.6692094452951,-155.003465553116","19.6695590293433,-155.05100022336","19.692037,-155.027049"
"618",8189,"20.8097975399657,-156.331368363711","20.809674517764,-156.283609202786","20.7642600131171,-156.283743005238","20.7643829991753,-156.331493246125","20.787029,-156.307553"
"619",8221,"20.1258423385433,-155.523608646914","20.1255762437728,-155.475984230002","20.0802319944704,-155.476268074512","20.0804980139957,-155.523883621884","20.103038,-155.499936"
"620",8238,"20.9008620094255,-156.426672617675","20.9007558930661,-156.378895516574","20.8553315303179,-156.379011565616","20.8554376153436,-156.426779739962","20.878097,-156.40284"
"621",8255,"22.1643536985289,-159.44938757963","22.1647860688507,-159.401363225176","22.1192139696448,-159.400912212285","22.1187817360188,-159.448927548121","22.141784,-159.425148"
"622",8261,"19.6258788693371,-155.288993666025","19.6255714854951,-155.241467191144","19.5802738820288,-155.241794041712","19.580581181392,-155.289311683596","19.603077,-155.265392"
"623",8273,"19.5361586559547,-155.432156715124","19.5358766898792,-155.384647558414","19.4905868399516,-155.384947686601","19.4908687289328,-155.432448016685","19.513373,-155.40855"
"624",8281,"19.7650286853073,-155.906237402157","19.7648306125429,-155.858683125251","19.7195198511813,-155.858895378902","19.719717869072,-155.906440812237","19.742275,-155.882564"
"625",8316,"21.1740873744913,-157.143492965459","21.1741086358231,-157.095661982553","21.1286539153601,-157.09564408865","21.1286326604012,-157.143466124608","21.151371,-157.119566"
"626",8317,"19.4869307412007,-154.862452136276","19.4865478862694,-154.814953360639","19.4412630909309,-154.815359252114","19.4416458414822,-154.86284920527","19.464097,-154.838903"
"627",8321,"20.6735684213515,-156.331742871059","20.6734455072766,-156.284010460254","20.6280454413621,-156.284144112874","20.6281683195968,-156.331867613631","20.650807,-156.307941"
"628",8324,"18.993973974469,-155.625260060171","18.9937264762764,-155.577856196254","18.9484817388702,-155.578119840542","18.9487291714951,-155.625514916834","18.971228,-155.601688"
"629",8333,"19.7634651812991,-155.573359237464","19.7632081106442,-155.525805582484","19.7178977987517,-155.526079739798","19.7181547981953,-155.573624551554","19.740682,-155.549717"
"630",8343,"21.9802879081664,-159.63949993242","21.9807539322075,-159.591512342302","21.9352055174964,-159.591025986601","21.9347396393526,-159.639004572034","21.957747,-159.615261"
"631",8349,"19.7608481366515,-155.145380291269","19.7605152144929,-155.097827672795","19.7152056484939,-155.098181416349","19.7155384784445,-155.145725192177","19.738027,-155.121779"
"632",8373,"19.8991640202823,-155.524982498268","19.8988982996028,-155.477402396045","19.8535755434935,-155.477685712595","19.8538411899935,-155.525256961776","19.87637,-155.501332"
"633",8393,"19.8527280075628,-155.33497261072","19.8524286302554,-155.287401802962","19.8071103974935,-155.287720412489","19.8074096914468,-155.335282370744","19.82992,-155.311344"
"634",8414,"20.9464781668002,-156.522137634595","20.9463890025506,-156.474351526605","20.9009596365408,-156.474449758821","20.9010487743961,-156.522226936675","20.923719,-156.498291"
"635",8440,"20.946885775459,-157.095572579929","20.946898513247,-157.047786291634","20.90146899641,-157.047777361395","20.9014562623927,-157.095554719453","20.924178,-157.071673"
"636",8448,"19.2200049943265,-155.576536506924","19.2197487648125,-155.529088754012","19.1744857167314,-155.529361691663","19.1747418774602,-155.57680064069","19.197246,-155.552947"
"637",8460,"21.6265042960274,-158.150087782205","21.6267047576771,-158.102168064595","21.5811978403044,-158.101961516441","21.5809974402349,-158.149872254052","21.603851,-158.126022"
"638",8477,"20.2183698989772,-155.904199131697","20.2181712687624,-155.856556237802","20.1728176623772,-155.856769283196","20.1730162361296,-155.904403300533","20.195594,-155.880482"
"639",8493,"19.5789604994194,-155.05172472176","19.578611107729,-155.00420772008","19.5333179749251,-155.004578596691","19.5336672708511,-155.052086769014","19.55614,-155.028149"
"640",8504,"19.1292264058552,-155.529634528044","19.1289619176545,-155.482204480851","19.0837063838131,-155.482486013315","19.0839708013872,-155.52990726321","19.106467,-155.506058"
"641",8509,"19.4000189689087,-155.385547608524","19.3997288239339,-155.338065033236","19.3544508193929,-155.338373643829","19.3547408856591,-155.385847402386","19.377235,-155.361958"
"642",8518,"21.0831533052154,-156.808747623878","21.0831150577435,-156.760934554933","21.0376705450293,-156.760979256203","21.0377087810938,-156.808783384906","21.060412,-156.784861"
"643",8520,"21.3091418181161,-157.861438120295","21.309290780751,-157.813580779548","21.2638209084031,-157.813428512027","21.2636719907483,-157.861276896059","21.286482,-157.837431"
"644",8540,"19.2664273283472,-155.813556481733","19.2662130444941,-155.766099463799","19.2209459060509,-155.766328466482","19.221160132223,-155.813776677007","19.243687,-155.78994"
"645",8544,"21.4002462714191,-157.813885485673","21.4003868072128,-157.76601016435","21.3549063838859,-157.76586674622","21.3547658907383,-157.813733104086","21.377577,-157.789874"
"646",8552,"19.0844744550493,-155.624750063212","19.0842268251452,-155.577328614263","19.0389748281431,-155.577592454179","19.0392223920952,-155.625005108982","19.061725,-155.601169"
"647",8593,"20.8554376153436,-156.426779739962","20.8553315303179,-156.379011565616","20.8099120779659,-156.379127571301","20.8100181317455,-156.426886822226","20.832675,-156.402951"
"648",8605,"20.035905231277,-155.666979138746","20.035664613694,-155.619372160466","19.9903288391466,-155.619629204638","19.9905693890339,-155.667227319817","20.013118,-155.643302"
"649",8621,"19.4887188116477,-155.099948162438","19.4883780249697,-155.052448681737","19.4430927306472,-155.052810460005","19.443433424404,-155.100301117832","19.465906,-155.076377"
"650",8637,"19.3107905262292,-155.623473413817","19.3105425636685,-155.576007945159","19.265271879436,-155.576272275098","19.265519775078,-155.623728933278","19.288032,-155.599871"
"651",8639,"21.9745974048721,-160.167350404525","21.9751574670611,-160.119365046237","21.9296108041661,-160.118779645073","21.9290509172578,-160.166755999933","21.952105,-160.143063"
"652",8681,"19.4450107194127,-155.337756307987","19.4447120837427,-155.29026502741","19.3994302694869,-155.290582572602","19.3997288239339,-155.338065033236","19.422221,-155.314167"
"653",8685,"20.6731742489723,-156.188545791719","20.6730259047874,-156.140813540645","20.627625961222,-156.140973923235","20.6277742621526,-156.188697264351","20.650401,-156.164758"
"654",8697,"19.6277947678684,-155.621682117525","19.6275463314157,-155.574154883802","19.5822481851715,-155.574419902071","19.5824965533378,-155.621938302373","19.605022,-155.598049"
"655",8704,"21.4455828575742,-157.861922155365","21.4457319559005,-157.814037924341","21.4002462714191,-157.813885485673","21.4000972184487,-157.861760749914","21.422915,-157.837902"
"656",8709,"19.6744111643232,-155.906644146673","19.6742132011488,-155.859107553622","19.6289106311373,-155.859319649453","19.6291085397524,-155.906847405509","19.651661,-155.88298"
"657",8741,"19.763954038087,-155.668466840287","19.7637138237929,-155.620912991162","19.7184033718113,-155.621169461972","19.7186435195615,-155.668714467764","19.741179,-155.644816"
"658",8750,"21.0375685822375,-156.66537105228","21.0375048555272,-156.617566983746","20.9920654334604,-156.617638478939","20.9921291412117,-156.665433610606","21.014817,-156.641503"
"659",8753,"19.4479382186111,-155.907659685687","19.4477405266685,-155.860167244785","19.4024578886653,-155.860378946838","19.4026555268295,-155.90786256715","19.425199,-155.884017"
"660",8789,"20.8106290029344,-157","20.8106247607651,-156.952240489073","20.7652099769333,-156.952249409307","20.7652142178563,-157","20.78792,-156.976122"
"661",8813,"20.718273761871,-156.092911993726","20.718108416066,-156.045170952559","20.6727037864729,-156.045349221519","20.6728690839457,-156.093081349469","20.695489,-156.069128"
"662",8857,"19.4896906886124,-155.242447378487","19.4893751435189,-155.194947514091","19.44408957731,-155.195282823521","19.4444050363596,-155.242773864829","19.466891,-155.218863"
"663",8873,"19.7623863301169,-155.383145242747","19.7620955472283,-155.335592015536","19.7167855435148,-155.335901545162","19.7170762458588,-155.383445929386","19.739586,-155.359521"
"664",8882,"21.2195684960935,-156.904320116847","21.2195472283711,-156.856480183646","21.1740873744913,-156.856507034541","21.1741086358231,-156.904338017447","21.196828,-156.880411"
"665",8884,"21.6268966892982,-158.054248269542","21.6270800908578,-158.006328400413","21.5815730581841,-158.006139812385","21.5813897129652,-158.05405070143","21.604235,-158.030192"
"666",8913,"20.7642600131171,-156.283743005238","20.7641285453697,-156.235992814323","20.7187189245299,-156.23613548348","20.7188503537497,-156.283876757718","20.74149,-156.259937"
"667",8925,"20.5833956520721,-156.665995584747","20.5833321125852,-156.618280734763","20.5379413131159,-156.618351963361","20.538004834168,-156.666057909803","20.560669,-156.642172"
"668",8966,"20.9009596365408,-156.474449758821","20.9008620094255,-156.426672617675","20.8554376153436,-156.426779739962","20.8555352136318,-156.474547954329","20.878199,-156.450613"
"669",8968,"21.2636719907483,-157.861276896059","21.2638209084031,-157.813428512027","21.2183562406938,-157.813276301491","21.2182073678942,-157.86111573216","21.241015,-157.837274"
"670",8993,"19.6261778322547,-155.336520259166","19.6258788693371,-155.288993666025","19.580581181392,-155.289311683596","19.5808800621437,-155.336829443674","19.60338,-155.312914"
"671",9005,"19.6272894737826,-155.526627748632","19.6270241950086,-155.479100715299","19.5817261922778,-155.479383400241","19.5819913981384,-155.526901600266","19.604508,-155.503003"
"672",9007,"21.9296108041661,-160.118779645073","21.9301621452855,-160.070803070546","21.8846210011575,-160.070226889226","21.8840698321754,-160.118194463579","21.907116,-160.094501"
"673",9013,"19.7648306125429,-155.858683125251","19.7646241114062,-155.811128927321","19.7193134072525,-155.811350024499","19.7195198511813,-155.858895378902","19.742073,-155.835014"
"674",9048,"21.3549063838859,-157.76586674622","21.355038362417,-157.718000334661","21.3095631699507,-157.717865930355","21.3094312313705,-157.765723381783","21.332235,-157.741864"
"675",9061,"19.8533014642265,-155.43011456883","19.8530189522349,-155.382543533774","19.8077005551113,-155.38284444423","19.8079829884418,-155.430406629657","19.830502,-155.406477"
"676",9071,"22.0248839093715,-159.73598811349","22.0253671837141,-159.687991890885","21.9798133347617,-159.687487336545","21.9793302120768,-159.735474551296","22.002349,-159.711735"
"677",9081,"19.7605152144929,-155.097827672795","19.7601738646298,-155.050275185937","19.714864393171,-155.050637772064","19.7152056484939,-155.098181416349","19.73769,-155.074231"
